short_name,long_name,overall,value_eur,wage_eur,player_positions,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
M. Garcia,Ariel Matías García,62,325000,3000,MIDFIELDER,62,56,39,61,45,62,49,41,62,62,67,64,68,57,79,67,52,58,40,48,47,17,60,55,62,57,30,26,27,12,15,8,14,9
D. Fofana,Diaranké Fofana,62,260000,1000,DEFENDER,31,29,68,51,23,36,22,25,31,34,51,52,33,51,59,45,45,43,89,24,58,53,23,25,34,47,60,67,62,11,12,14,10,14
P. Karlsson,Per Karlsson,62,250000,1000,DEFENDER,54,35,62,59,30,45,49,37,58,52,63,65,64,59,65,48,72,67,69,40,56,61,34,52,46,62,61,63,57,12,14,14,6,14
Li Tixiang,李提香,62,260000,3000,DEFENDER,47,34,61,55,31,53,33,38,60,55,68,65,65,61,74,73,69,63,73,68,60,61,58,37,38,58,60,60,57,12,15,13,10,11
Jiang Zhe,蒋哲,62,240000,2000,DEFENDER,53,41,62,65,43,62,51,36,63,61,52,52,47,59,65,63,51,76,76,58,50,55,38,41,47,63,60,68,66,11,9,14,9,14
C. Carlsson,Christoffer Carlsson,62,290000,1000,MIDFIELDER,58,48,24,64,53,63,56,48,58,62,70,72,73,58,74,57,62,69,50,53,41,48,49,55,50,56,52,54,48,9,11,12,8,13
Zhang Chenglin,张成林,62,190000,4000,DEFENDER,58,39,63,56,42,57,33,37,52,58,72,59,62,60,67,33,57,65,69,39,56,56,40,36,37,65,54,66,64,13,7,15,9,14
Sun Shilin,孙世林,62,250000,3000,MIDFIELDER,42,34,53,57,35,59,48,46,58,56,71,70,73,55,76,67,61,86,60,62,74,61,52,43,34,45,55,66,60,7,8,9,11,10
T. Willers,Tobias Willers,62,190000,1000,DEFENDER,39,28,63,52,32,40,38,39,47,40,41,36,57,56,52,50,61,74,81,40,56,53,38,45,45,48,63,66,61,9,11,9,8,10
A. Fisher,Alex Fisher,62,300000,3000,ATTACKER,36,61,62,55,45,58,42,45,41,61,74,72,67,55,62,61,73,74,75,50,47,16,62,45,62,58,20,21,16,10,10,12,13,11
M. Al Furayj,Muslim Al Furayj,62,190000,3000,GOALKEEPER,19,18,13,23,19,11,17,20,24,20,46,44,33,57,51,44,65,35,65,16,16,18,15,48,18,51,15,20,13,64,59,58,61,64
Yeo Seong Hae,여성해 呂成海,62,230000,1000,DEFENDER,22,19,67,29,24,23,29,26,27,39,38,54,47,54,41,38,72,47,80,25,53,60,45,34,25,55,60,66,64,14,13,9,9,16
A. Pellegrino,Amahl Pellegrino,62,300000,1000,MIDFIELDER,57,62,65,57,61,68,55,54,47,64,70,77,73,48,55,59,69,62,61,59,45,32,62,54,63,58,27,27,25,10,16,10,11,8
Sui Weijie,隋维杰,62,50000,1000,GOALKEEPER,14,14,17,40,15,15,12,13,38,17,32,58,62,63,57,48,57,28,62,14,35,19,17,57,12,62,23,13,17,60,60,64,62,58
Luo Xin,罗歆,62,260000,3000,DEFENDER,42,53,61,57,44,59,33,35,54,55,57,63,75,54,64,42,71,68,66,43,63,58,60,60,40,55,59,64,61,6,11,6,11,14
Wu Qing,吴庆,62,100000,2000,MIDFIELDER,69,60,58,69,54,63,44,32,71,66,46,32,45,68,82,68,87,32,66,54,67,54,66,64,47,60,55,54,50,14,8,15,11,9
N. Miracco,Nicolás Miracco,62,325000,3000,ATTACKER,67,65,56,63,47,62,60,50,64,61,66,69,65,57,70,64,57,38,56,60,51,22,56,57,57,60,22,34,39,9,16,12,12,8
M. Vallecilla,Marvin Leandro Vallecilla Gómez,62,260000,1000,DEFENDER,62,33,62,58,33,55,33,36,50,56,75,65,68,59,68,53,75,76,65,44,58,61,48,44,45,45,59,60,55,15,16,15,7,14
J. Manns,Jesper Manns,62,290000,1000,DEFENDER,51,28,46,56,31,50,49,40,48,55,80,75,67,64,74,42,74,67,64,33,68,61,40,47,28,51,55,61,60,6,8,8,12,14
J. Solberg,Joackim Olsen Solberg,62,240000,1000,DEFENDER,72,44,43,64,25,50,72,65,54,56,53,52,55,65,48,68,64,68,77,55,71,59,58,65,44,57,59,61,64,13,14,6,8,8
C. Stokes,Chris Stokes,62,270000,3000,DEFENDER,56,22,63,57,30,53,42,38,50,56,42,54,58,61,49,56,62,59,72,48,63,59,44,51,36,59,60,59,56,10,14,13,15,9
H. Al Juhayyim,Hamad Al Juhayyim,62,270000,4000,ATTACKER,50,62,60,57,56,61,59,61,54,64,65,67,62,57,59,62,67,63,64,58,72,48,61,60,60,65,29,36,27,7,13,7,13,11
J. Núñez,Jeysen Jair Núñez Charales,62,290000,1000,MIDFIELDER,55,51,53,60,39,60,40,38,59,62,74,69,77,58,77,55,65,71,56,64,54,42,62,63,40,57,36,37,39,6,6,5,9,7
Túlio Nevinha,Túlio Sebastião Carvalhal Neves,62,230000,2000,DEFENDER,44,23,53,55,68,22,34,51,42,44,62,62,61,59,50,60,70,69,75,44,59,51,22,32,40,64,76,63,54,10,13,17,12,14
Fachendinho,Tiago Vanderlei Fagundes Fachini,62,325000,7000,ATTACKER,59,70,60,51,57,63,53,50,44,65,51,50,53,71,53,62,71,69,51,64,53,22,52,41,65,53,13,28,32,16,15,15,16,18
Tiagildo Serra,Tiago Jessé Serra da Silveira,62,270000,3000,ATTACKER,55,59,55,45,55,65,57,56,51,70,57,61,53,69,72,63,58,67,50,55,25,22,67,75,68,61,30,23,25,16,18,10,15,13
A. Pelvas,Akseli Pelvas,62,290000,1000,ATTACKER,52,63,56,54,60,59,55,47,45,60,67,71,61,60,64,65,55,71,57,60,36,18,64,52,62,61,26,21,16,10,10,10,6,6
W. Hashimoto,橋本 和,62,190000,2000,DEFENDER,69,39,44,67,34,64,59,34,61,60,68,67,67,61,64,44,71,65,73,36,45,62,50,54,31,65,48,61,59,15,11,8,7,11
N. Ishikawa,石川 直樹,62,140000,1000,DEFENDER,64,20,48,57,28,45,29,30,36,59,47,37,65,64,62,21,63,60,73,25,51,66,44,34,30,57,62,66,70,8,5,12,11,9
Y. Kobayashi,小林 祐希,62,280000,1000,MIDFIELDER,44,33,49,66,25,55,34,37,60,61,52,48,51,56,66,43,61,93,69,33,60,60,62,60,39,50,55,61,58,9,14,5,9,11
N. Sakurauchi,樱内 渚,62,300000,2000,DEFENDER,64,42,62,65,45,64,45,29,62,65,64,73,76,57,69,41,90,70,73,39,59,60,58,45,34,60,37,62,60,14,7,6,6,11
S. Hyodo,兵藤 慎剛,62,180000,1000,MIDFIELDER,63,54,45,69,51,58,66,39,60,62,65,66,72,69,74,69,70,73,67,41,52,36,65,60,54,62,49,54,52,5,13,12,7,9
Y. Kobayashi,小林 祐三,62,140000,1000,DEFENDER,62,22,52,56,24,46,26,21,52,60,48,45,66,62,69,39,71,72,66,17,64,65,48,35,36,67,66,64,61,12,14,6,5,6
K. Yamamoto,山本 康裕,62,290000,2000,MIDFIELDER,59,40,44,65,45,67,56,53,63,65,66,73,72,59,60,52,67,65,81,59,44,45,49,62,52,65,56,59,56,13,12,8,14,5
D. Florea,Daniel Florea,62,270000,2000,ATTACKER,51,65,62,61,59,60,61,63,56,63,68,64,70,60,83,66,62,57,33,64,39,32,61,56,65,52,16,32,35,6,7,10,13,11
M. Holzmann,Marcel Holzmann,62,300000,2000,MIDFIELDER,63,41,47,59,22,64,55,28,44,63,75,71,83,66,82,56,81,79,71,25,62,52,56,51,41,33,27,58,58,14,5,6,8,14
V. Leikvoll Moberg,Vegard  Leikvoll Moberg,62,300000,1000,MIDFIELDER,47,48,65,63,38,57,37,35,61,56,61,63,54,64,53,70,71,86,82,54,73,62,54,57,59,59,59,60,55,11,14,7,10,5
Diego Ferraresso,Diego Gustavo Ferraresso Scheda,62,270000,1000,DEFENDER,54,21,45,61,32,66,25,38,54,57,70,59,72,61,82,23,64,63,69,29,61,62,34,47,46,55,56,68,67,15,12,6,10,10
Hélton Carvalhal,Hélton Fernando Carvalhal Lima,62,325000,3000,ATTACKER,32,71,72,43,53,45,34,35,23,43,33,34,40,64,51,72,37,42,86,63,47,35,66,37,56,82,19,23,28,12,12,14,19,11
K. Fujimoto,藤本 康太,62,140000,2000,DEFENDER,38,22,64,56,29,24,45,22,43,45,60,51,53,74,71,45,65,50,74,19,64,53,23,26,55,47,60,59,63,5,7,8,10,6
K. Sekiguchi,関口 訓充,62,180000,1000,MIDFIELDER,55,54,38,56,36,67,58,62,50,66,76,81,74,54,74,55,34,52,52,36,50,15,61,44,47,45,27,27,23,11,6,7,13,11
D. Buchholz,David Buchholz,62,130000,2000,GOALKEEPER,14,15,21,28,16,12,21,23,18,17,23,25,27,56,22,33,37,19,39,14,21,13,16,41,13,17,19,15,13,61,66,44,64,62
L. Leahy,Luke Leahy,62,280000,2000,DEFENDER,64,52,55,59,55,57,64,58,62,60,66,69,65,56,73,64,68,83,62,55,65,56,57,60,55,55,56,58,57,13,11,13,7,12
A. Riel,André Riel,62,300000,3000,ATTACKER,46,58,52,56,58,61,28,46,30,59,80,77,83,65,65,65,49,63,63,55,52,18,57,54,53,60,30,14,12,11,11,11,15,15
A. Ibrahimaj,Ali Ibrahimaj,62,325000,2000,MIDFIELDER,54,62,42,58,52,71,48,52,43,65,74,76,75,52,69,60,63,57,66,47,63,23,55,51,52,47,27,28,28,14,13,9,15,12
M. Biamou,Maxime Biamou,62,325000,3000,ATTACKER,34,63,67,38,49,58,26,21,30,59,77,77,63,43,55,62,83,57,75,42,68,20,64,55,58,55,26,25,23,8,10,12,13,12
F. Corapi,Francesco Corapi,62,180000,1000,MIDFIELDER,59,48,50,65,42,59,47,48,68,61,77,73,70,63,94,60,60,66,52,50,63,61,48,57,49,66,49,61,60,10,8,8,7,13
C. Cisternas,Carlos Patricio Cisternas Tobar,62,180000,1000,MIDFIELDER,62,47,37,68,33,52,39,56,64,61,58,54,59,71,71,49,53,73,57,61,48,49,37,62,61,51,64,49,44,12,8,10,11,13
M. Cavallotti,Maximiliano Cavallotti,62,130000,2000,GOALKEEPER,15,8,11,25,8,11,13,11,19,16,33,19,30,52,36,41,53,20,64,7,26,9,9,49,12,28,27,13,12,63,65,54,64,60
A. Benga,Alexandru Constantin Benga,62,250000,1000,DEFENDER,30,26,56,51,31,31,29,31,40,42,60,61,44,56,47,35,70,53,81,25,62,57,28,29,35,55,58,61,63,11,15,11,14,15
Park Hyeong Jin,박형진 朴亨秦,62,300000,2000,MIDFIELDER,53,55,34,63,38,58,66,30,58,61,75,79,76,58,63,65,51,69,65,66,62,58,62,53,50,59,64,63,57,10,6,10,9,10
Limones,Jesús Reguillos Moya,62,180000,1000,GOALKEEPER,13,6,14,43,12,10,11,10,41,24,33,32,27,43,27,41,41,34,63,25,28,9,6,34,16,38,21,13,12,58,65,55,68,64
F. Dady Ngoy,Francis Dady Ngoy,62,250000,1000,DEFENDER,56,50,43,64,40,58,52,48,61,59,78,80,91,55,90,54,71,73,51,53,67,53,56,50,54,45,62,63,56,14,10,6,14,10
F. Faist,Florian Faist,62,200000,1000,GOALKEEPER,10,7,11,17,7,7,12,10,25,17,24,28,31,57,41,40,65,17,77,7,20,7,8,37,15,39,23,10,13,63,60,53,63,60
A. Saraniti,Andrea Saraniti,62,290000,4000,ATTACKER,29,65,74,50,58,57,39,22,29,54,53,53,49,47,53,66,69,71,79,56,49,21,59,42,61,45,28,18,23,14,12,14,9,7
M. López,Michael López,62,300000,1000,MIDFIELDER,60,57,57,68,39,62,46,50,60,61,58,64,58,55,55,51,56,55,69,42,45,58,61,59,48,55,56,58,54,11,12,13,6,14
T. Sugeno,菅野 孝宪,62,80000,1000,GOALKEEPER,14,5,12,18,5,14,11,12,22,10,37,30,59,59,68,41,75,25,51,9,16,10,8,34,15,24,11,14,14,63,59,55,62,61
S. Tka,Saïf Tka,62,270000,2000,DEFENDER,48,28,59,47,25,39,28,32,42,45,48,54,34,59,49,31,55,53,73,27,71,62,27,38,31,62,61,65,57,10,12,7,7,12
I. Fujita,Ibuki Fujita,62,300000,1000,MIDFIELDER,46,45,42,64,45,61,39,43,59,63,61,60,71,65,74,60,52,85,60,63,61,60,46,50,42,50,59,58,55,8,11,10,11,5
K. Söderström,Karl Söderström,62,180000,1000,MIDFIELDER,57,48,34,59,42,64,48,52,53,66,62,69,62,58,58,52,49,69,66,54,46,28,61,56,46,72,42,26,30,8,11,12,8,12
A. Bălan,Adrian Bălan,62,300000,2000,ATTACKER,33,67,60,53,58,65,49,29,37,51,67,62,60,55,57,60,56,45,72,56,33,13,58,54,62,41,15,18,15,15,14,6,11,7
D. Tătar,Daniel Tătar,62,220000,2000,DEFENDER,63,32,44,60,29,51,52,56,44,56,66,63,57,48,43,26,67,84,65,23,78,59,43,53,35,33,58,63,61,11,14,11,12,8
L. Maynard,Lois Maynard,62,250000,3000,MIDFIELDER,38,41,54,62,31,56,41,34,60,59,64,66,64,58,65,54,68,73,72,50,60,60,49,59,44,58,61,61,59,13,7,11,8,11
M. Uğurlu,Mehmet Erdem Uğurlu,62,240000,3000,DEFENDER,57,26,46,58,28,65,46,39,59,62,77,74,73,63,69,43,55,59,56,41,58,58,55,35,47,56,56,67,60,6,10,11,10,11
K. Velkov,Kostadin Velkov,62,250000,1000,DEFENDER,37,21,57,49,21,38,33,27,40,43,62,56,54,57,53,41,72,65,71,19,58,61,30,30,35,51,57,67,61,7,11,8,12,6
M. Kołba,Michał Kołba,62,220000,1000,GOALKEEPER,12,7,12,16,8,7,11,13,21,17,41,39,39,60,32,41,54,18,50,5,25,12,7,40,11,24,6,13,10,61,62,54,60,62
F. Achim,Florin Achim,62,270000,1000,DEFENDER,62,33,58,60,29,58,54,30,51,65,73,69,70,49,65,25,60,65,62,27,51,59,47,33,32,32,55,63,58,7,12,11,7,6
M. Domański,Maciej Domański,62,300000,1000,MIDFIELDER,57,63,45,61,44,60,54,55,58,57,78,76,83,48,85,64,55,67,32,62,43,27,58,59,54,57,40,29,34,14,6,12,10,10
K. Piscopo,Kevin Piscopo,62,350000,1000,ATTACKER,48,67,59,58,57,65,54,50,45,60,72,73,52,60,62,70,68,64,68,60,60,44,62,45,61,46,50,54,50,8,10,8,11,14
A. Chakraborty,Abhimoda Chakraborty,62,0,0,DEFENDER,41,39,64,52,51,38,42,35,47,50,38,37,32,51,33,61,64,71,84,42,61,62,29,44,30,55,61,58,60,16,6,13,7,13
H. Bhandari,Hantidev Bhandari,62,0,0,MIDFIELDER,56,41,41,60,51,65,66,57,51,63,79,75,65,58,64,55,57,62,65,49,69,41,59,57,59,52,26,44,41,12,15,16,6,7
A. Swaminathan,Anvit Swaminathan,62,0,0,MIDFIELDER,57,47,55,64,54,61,53,55,60,64,63,57,84,60,84,55,60,53,34,51,31,29,61,63,43,56,28,25,27,14,8,13,13,9
M. Kocić,Milan Kocić,62,250000,2000,DEFENDER,61,25,51,57,32,53,49,37,49,56,69,68,66,51,52,49,65,71,58,34,53,59,51,49,36,45,61,63,59,9,10,12,7,11
D. Ferretti,Daniele Ferretti,62,240000,1000,ATTACKER,52,62,59,55,64,60,66,52,42,58,78,73,70,60,81,65,69,60,55,57,33,29,58,55,68,59,21,22,24,15,9,8,10,6
P. Gál-Andrezly,Peter Gál-Andrezly,62,300000,2000,MIDFIELDER,62,54,38,65,47,63,55,38,50,61,76,73,65,51,66,54,51,54,62,44,41,26,54,61,52,53,31,32,24,10,11,14,5,13
G. Stancampiano,Giuseppe Stancampiano,62,180000,1000,GOALKEEPER,10,8,10,27,5,6,11,11,25,18,29,30,36,58,43,42,58,22,43,6,26,12,5,37,18,38,5,11,14,61,62,56,64,58
J. Italiano,Jacob Italiano,61,550000,1000,MIDFIELDER,55,53,36,60,50,68,63,48,56,66,87,72,84,44,77,68,64,56,42,51,38,22,49,48,50,55,20,38,30,7,7,9,10,5
C. Jones,Curtis Jones,61,575000,4000,MIDFIELDER,54,56,50,64,53,65,54,47,61,65,64,58,73,58,68,60,57,48,51,55,65,44,55,64,50,62,47,52,47,6,13,7,11,7
N. Wood,Nathan Wood,61,525000,1000,DEFENDER,30,19,56,51,23,38,35,22,35,46,62,71,46,50,61,36,70,53,67,20,60,57,22,34,34,66,64,62,60,14,8,15,13,11
D. Redan,Daishawn Redan,61,575000,2000,ATTACKER,43,64,57,50,48,55,52,40,40,57,77,71,70,55,74,63,62,56,60,53,40,21,58,57,60,58,20,15,17,12,13,9,13,15
M. Olise,Michael Olise,61,550000,1000,MIDFIELDER,52,47,36,58,39,69,54,47,53,63,79,77,86,59,66,56,51,44,41,43,43,30,55,55,52,58,38,40,40,9,11,9,10,10
J. Cabal,Juan David Cabal,61,525000,1000,DEFENDER,54,32,54,55,24,56,29,30,40,55,74,76,77,49,62,23,61,80,60,26,49,55,46,32,44,51,57,58,59,10,7,8,6,7
L. Østigård,Leo Østigård,61,500000,2000,DEFENDER,31,33,66,49,33,42,46,24,48,49,68,65,68,52,61,46,86,55,71,32,65,58,27,26,42,52,55,62,55,13,10,13,8,6
A. Gallo,Antonino Gallo,61,500000,2000,MIDFIELDER,61,47,49,64,47,61,60,59,59,60,78,79,65,60,66,59,64,54,55,50,50,52,49,60,48,57,55,60,60,5,12,8,8,11
G. Gaetano,Gianluca Gaetano,61,550000,5000,MIDFIELDER,65,60,50,61,56,66,57,42,55,66,62,60,60,51,81,73,47,57,37,47,40,34,52,62,65,54,20,37,36,12,12,14,10,11
E. Cardozo,Evelio Cardozo,61,525000,1000,MIDFIELDER,48,49,45,66,52,63,51,49,61,61,67,62,69,58,87,63,65,49,46,55,42,34,58,57,56,65,46,49,53,11,10,13,10,10
F. Tolomello,Filippo Tolomello,61,475000,1000,MIDFIELDER,55,50,61,63,50,61,66,65,60,63,76,76,74,55,70,64,64,60,55,60,65,61,47,55,60,58,60,61,60,9,14,10,10,7
R. Alvarez,Ricardo Abraham Álvarez Casanova,61,550000,1000,MIDFIELDER,54,52,50,61,43,64,37,30,60,63,69,68,68,51,75,54,65,66,66,44,45,18,56,49,48,51,47,51,50,10,12,13,9,7
S. Kulenović,Sandro Kulenović,61,550000,1000,ATTACKER,32,63,56,49,43,58,42,28,29,59,83,80,78,50,57,62,67,52,74,44,27,17,58,49,62,52,24,12,16,8,6,15,14,11
R. de la Rosa,Roberto Carlos De La Rosa González,61,550000,2000,ATTACKER,40,65,63,62,39,57,40,39,35,57,69,65,60,57,70,52,67,69,61,54,32,11,60,46,72,59,13,14,13,13,8,13,5,8
R. Tulloch,Rayhaan Tulloch,61,525000,3000,ATTACKER,38,62,62,53,43,60,45,34,41,63,66,66,58,56,70,58,67,51,58,58,55,20,61,51,55,50,17,17,19,6,13,9,6,10
R. Hutchinson,Reece Hutchinson,61,500000,1000,DEFENDER,59,28,52,57,24,59,38,31,43,57,74,70,60,56,66,28,62,70,58,29,50,55,48,33,38,42,56,59,57,7,13,8,13,7
A. Aidonis,Antonis Aidonis,61,475000,1000,DEFENDER,33,25,63,40,35,38,35,31,43,42,65,66,64,57,63,48,73,61,64,25,59,61,26,39,41,47,58,64,63,7,8,15,10,8
J. Araujo,Julian Araujo,61,450000,1000,DEFENDER,58,25,57,59,22,63,37,25,57,59,76,76,73,53,71,29,68,66,49,28,55,53,55,48,36,55,57,63,58,14,8,7,14,13
N. Bannis,Naoufal Bannis,61,500000,1000,ATTACKER,41,65,60,52,40,63,47,37,39,62,75,74,63,52,64,59,64,46,54,59,28,18,52,50,68,55,20,19,14,6,11,10,8,13
A. Konaté,Ateef Konaté,61,525000,1000,MIDFIELDER,50,53,45,59,49,68,51,56,52,64,74,75,84,52,82,58,43,51,50,53,40,23,59,53,54,51,21,31,43,5,11,13,12,15
A. Fitzpatrick,Aidan Fitzpatrick,61,525000,3000,MIDFIELDER,62,56,41,57,49,65,57,47,51,64,76,77,66,48,71,68,49,38,59,47,35,20,59,53,55,53,32,36,33,8,12,7,10,12
H. Souttar,Harry Souttar,61,525000,1000,DEFENDER,24,25,58,55,23,45,26,31,53,58,40,40,58,50,30,33,73,57,73,26,49,59,26,30,40,50,58,62,61,12,12,12,15,13
S. Schreck,Sam Francis Schreck,61,550000,1000,MIDFIELDER,50,42,46,63,48,68,52,51,59,64,69,66,78,52,73,44,43,44,33,42,38,33,49,64,47,55,33,36,33,5,9,7,7,8
B. Figueroa,Bryan Jesús Figueroa De La Hoz,61,550000,1000,MIDFIELDER,55,44,39,63,39,62,48,51,54,59,71,69,72,43,68,52,55,63,60,53,40,22,62,65,49,49,37,42,45,11,6,7,9,5
K. Bennetts,Keanan Bennetts,61,550000,3000,MIDFIELDER,61,53,34,54,55,69,65,73,55,65,76,75,68,51,73,70,37,54,62,51,45,41,50,49,70,42,31,48,43,11,8,10,10,7
A. Amade,Alfons Amade,61,500000,1000,DEFENDER,62,34,52,44,28,63,39,29,33,60,79,80,78,61,88,33,58,56,37,29,66,58,49,39,34,41,56,64,60,12,11,11,8,12
S. Palma,Juan Sebastian Palma Micolta,61,500000,1000,DEFENDER,28,22,55,45,21,45,28,29,43,55,62,55,44,53,74,38,73,68,74,18,55,55,27,34,36,42,63,62,60,13,12,14,8,6
I. Domínguez,Idekel Domínguez,61,500000,2000,DEFENDER,45,27,62,50,34,54,37,33,46,52,67,71,61,60,74,36,68,56,49,35,57,63,50,49,48,60,63,67,66,10,11,7,5,10
L. N'Diaye,Lassana N'Diaye,61,525000,1000,ATTACKER,32,60,60,51,45,59,39,38,36,52,81,82,55,60,61,60,69,56,66,59,31,14,52,45,57,49,16,16,13,5,11,13,13,9
M. Malone,Maurice Malone,61,525000,2000,ATTACKER,37,62,64,54,44,57,49,38,42,60,55,56,53,62,61,59,64,52,65,60,35,21,62,49,60,55,14,23,16,15,11,10,14,13
S. Sanna,Sam Sanna,61,550000,3000,MIDFIELDER,49,49,53,66,54,64,52,54,65,64,65,64,61,60,82,63,51,54,45,46,46,31,56,63,57,64,39,53,56,6,6,6,10,10
W. Singo,Wilfried Singo,61,475000,2000,DEFENDER,37,28,63,45,34,39,28,31,41,42,57,64,47,49,46,43,65,56,61,24,54,61,25,38,46,46,52,73,68,11,6,7,13,7
J. Lotomba,Jordan Lotomba,61,525000,3000,DEFENDER,60,44,51,60,46,59,46,34,47,62,75,75,72,62,73,57,75,62,50,40,53,56,56,49,50,52,49,59,54,12,15,9,9,13
A. Paşcanu,Alexandru Stefan Pascanu,61,525000,7000,DEFENDER,59,30,51,43,35,58,37,34,35,60,63,68,60,57,65,35,63,64,67,35,70,59,48,43,45,50,59,62,60,7,13,13,12,15
C. Gallagher,Conor Gallagher,61,525000,2000,MIDFIELDER,42,52,47,63,33,63,50,53,58,65,64,62,59,62,68,49,57,66,60,44,52,50,59,58,54,43,52,52,43,7,6,15,9,9
E. Youan,Élie Youan,61,550000,4000,ATTACKER,38,66,62,54,59,57,57,38,32,57,68,64,77,56,70,58,67,47,48,65,42,22,59,52,58,54,19,16,19,15,10,14,14,6
N. Fernández,Nicolás Fernández,61,550000,1000,MIDFIELDER,61,40,64,62,31,63,48,36,58,60,73,72,75,51,74,48,73,71,56,33,53,61,61,50,45,48,56,61,56,7,8,12,10,7
S. Sissoko,Sambou Sissoko,61,525000,3000,MIDFIELDER,51,40,53,64,34,62,46,28,58,63,73,71,68,54,73,49,60,65,63,43,61,55,46,57,42,53,57,62,64,8,7,6,14,11
Diego Pampín,Diego Varela Pampín,61,500000,2000,DEFENDER,63,27,64,60,26,51,29,44,40,59,64,57,58,60,63,40,54,55,58,38,49,63,45,38,43,44,45,63,62,12,12,13,12,15
A. Akinola,Ayo Akinola,61,550000,1000,ATTACKER,43,57,55,54,52,63,51,34,43,61,87,88,73,51,62,53,73,48,80,53,66,18,53,43,61,58,12,19,13,7,7,13,10,13
A. Irving,Andy Irving,61,525000,1000,MIDFIELDER,68,50,50,65,63,58,68,66,68,62,59,55,63,54,65,53,64,63,66,55,27,47,51,63,52,71,60,58,60,10,15,12,10,13
L. Gonzalez,Lorenzo Gonzalez,61,550000,10000,ATTACKER,57,62,51,54,52,60,59,51,47,56,87,77,82,54,69,66,57,61,64,55,58,41,56,50,56,52,22,25,19,6,6,15,10,11
M. Djitté,Moussa Djitté,61,550000,1000,ATTACKER,28,60,49,46,49,67,46,29,33,64,68,70,86,56,66,62,90,72,74,59,31,10,57,53,65,52,40,14,16,8,8,6,15,13
V. Triboulet,Vinni Triboulet,61,550000,1000,ATTACKER,38,64,57,57,49,56,46,32,33,59,76,68,58,54,62,55,66,56,58,56,38,16,62,54,63,57,21,16,15,14,5,10,9,9
E. Joseph,Evens Joseph,61,550000,1000,ATTACKER,53,62,47,51,49,69,53,41,45,65,86,84,79,42,72,60,47,48,56,42,31,23,50,45,60,45,22,33,27,10,14,8,9,13
O. Kossounou,Odilon Kossounou,61,475000,1000,DEFENDER,38,26,60,62,28,55,23,23,57,54,66,63,48,50,59,35,67,62,73,24,58,60,29,50,32,55,58,58,57,5,8,6,10,6
P. Maslov,Pavel Maslov,61,500000,1000,DEFENDER,53,31,51,57,30,60,37,39,51,55,74,77,53,58,60,32,61,68,58,32,55,51,54,40,41,53,50,64,61,9,7,14,6,13
N. Wunsch,Nicholas Wunsch,61,525000,1000,MIDFIELDER,48,52,37,59,47,67,50,42,54,69,69,59,73,57,68,51,62,61,51,42,45,28,38,66,44,54,34,36,35,12,13,6,5,8
P. Ndiaga Yade,Pape Ndiaga Yade,61,550000,2000,ATTACKER,52,56,56,52,60,65,63,48,43,64,85,82,65,46,59,66,52,55,70,61,45,20,53,53,64,54,26,24,29,13,9,14,13,11
S. Esposito,Salvatore Esposito,61,525000,1000,MIDFIELDER,62,47,51,65,51,61,68,65,61,66,60,62,69,62,69,61,51,58,45,55,49,53,52,61,52,51,51,54,56,5,9,13,7,10
M. Sala,Marco Sala,61,525000,1000,DEFENDER,60,28,55,45,30,70,37,39,40,44,68,64,57,55,73,36,58,55,45,32,55,63,57,37,43,50,57,70,68,8,12,9,9,11
N. Broadhead,Nathan Broadhead,61,550000,2000,ATTACKER,55,59,52,58,60,64,60,54,42,62,63,63,68,56,71,65,53,53,55,62,38,26,60,59,61,60,30,28,30,9,8,7,7,8
L. Ndukwu,Layton Ndukwu,61,550000,1000,MIDFIELDER,59,58,39,58,45,65,47,51,41,64,73,73,71,45,71,57,42,56,58,64,45,21,56,55,40,58,29,28,31,14,10,6,13,9
M. Mleczko,Miłosz Mleczko,61,475000,1000,GOALKEEPER,13,7,12,33,12,12,21,15,22,16,34,11,31,45,29,45,38,31,61,11,31,12,8,46,21,33,15,12,10,61,63,60,63,61
Aitor Lorea,Aitor Lorea Vergara,61,550000,4000,MIDFIELDER,61,59,39,59,41,61,59,42,52,60,73,68,72,52,78,54,51,55,55,52,49,24,54,57,52,61,45,27,27,8,12,15,8,9
I. Rozas,Iván Marcelo Rozas Agüero,61,550000,2000,ATTACKER,53,60,44,67,31,67,38,34,64,65,65,73,58,52,61,62,68,53,63,58,56,38,53,48,37,43,35,41,44,6,15,10,14,9
A. Babacan,Atalay Babacan,61,550000,5000,MIDFIELDER,65,48,47,68,52,67,69,52,62,61,74,61,68,47,74,55,51,33,47,54,43,29,43,65,52,60,40,49,35,11,9,9,6,7
D. Meredith,Daniel Meredith,61,500000,3000,DEFENDER,45,37,66,55,35,52,36,30,52,56,65,62,61,64,52,38,79,61,48,36,58,62,48,41,44,60,60,63,64,15,10,10,11,14
